year,comp_id,begin,end,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,balsheet_flag,balsheet_length,balsheet_notfullyear,founded_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,cagr_2y,fast_growth,sales_mil,sales_mil_log,sales_mil_log_sq,total_assets_bs,fixed_assets_bs,liq_assets_bs,curr_assets_bs,intang_assets_bs,share_eq_bs,subscribed_cap_bs,extra_exp_pl,extra_inc_pl,extra_profit_loss_pl,inc_bef_tax_pl,inventories_pl,material_exp_pl,profit_loss_year_pl,personnel_exp_pl,extra_profit_loss_pl_flag_low,extra_profit_loss_pl_flag_high,extra_profit_loss_pl_flag_zero,extra_profit_loss_pl_quad,inc_bef_tax_pl_flag_low,inc_bef_tax_pl_flag_high,inc_bef_tax_pl_flag_zero,inc_bef_tax_pl_quad,profit_loss_year_pl_flag_low,profit_loss_year_pl_flag_high,profit_loss_year_pl_flag_zero,profit_loss_year_pl_quad,share_eq_bs_flag_low,share_eq_bs_flag_high,share_eq_bs_flag_zero,share_eq_bs_quad,age,age2,new,ceo_age,flag_low_ceo_age,flag_high_ceo_age,flag_miss_ceo_age,ceo_young,foreign_management,ind2_cat,gender_m,m_region_loc,manufacturing_flg,services_flg,ind2_cat*age,ind2_cat*age2,ind2_cat*sales_mil_log,ind2_cat*ceo_age,ind2_cat*foreign_management,sales_mil_log*age,sales_mil_log*profit_loss_year_pl,sales_mil_log*foreign_management
2012,1272750.0,2012-01-01,2012-12-31,2922.22216796875,115288.890625,53907.40625,0.0,0.0,0.0,5222.22216796875,2781.4814453125,0.0,40.74074172973633,17929.62890625,93188.890625,30929.62890625,2485.185302734375,133651.859375,3674.073974609375,1851.851806640625,5222.22216796875,0.0,365.0,0.0,2011.0,1.0,0.0,1.0,1958.0,1976.0,female,Domestic,5510.0,55.0,3.0,1.0,Central,2011-07-26,-0.068835390846408,0,0.133651859375,-2.012516924223127,4.050224370284516,120511.11279296875,0.04333394694429742,0.1487798800518263,0.9566660530557026,0.0,0.030487428830909772,0.015366647637068968,0.0,0.0,0.0,0.02081139355875497,0.0003048273471110198,0.6972509852147353,0.018594468601902867,0.2314193685810815,0,0,1,0.0,0,0,0,0.0004331141018573879,0,0,0,0.00034575426258715155,0,0,0,0.0009294833167197884,1.0,1.0,1,54.0,0,0,0,0,0.0,55.0,female,Central,0,1,55.0,55.0,-110.68843083227199,2970.0,0.0,-2.012516924223127,-0.03742168275826507,-0.0
2012,1388236.0,2012-01-01,2012-12-31,3959.25927734375,75300.0,20292.591796875,0.0,0.0,0.0,40140.7421875,81877.78125,1911.111083984375,0.0,23803.703125,203148.140625,26237.037109375,73688.890625,317648.15625,95148.1484375,9259.2587890625,38229.62890625,0.0,365.0,0.0,2008.0,2.0,0.0,0.5,1973.5,2634.0,mix,Domestic,2899.0,28.0,2.0,3.0,East,2008-09-02,0.02232981876512885,0,0.31764815625,-1.1468109356308442,1.3151753220824924,115440.7421875,0.3477172913727721,0.2061984588278009,0.6522827086272279,0.016554909885110835,0.8242163610050205,0.08020789379561957,0.0,0.0,0.0,0.2577624948830472,0.0,0.6395382331925624,0.23198274309202763,0.08259779442486533,0,0,1,0.0,0,0,0,0.06644150376833294,0,0,0,0.05381599309250169,0,0,0,0.6793326097483583,4.0,16.0,0,38.5,0,0,0,1,0.0,28.0,mix,East,1,0,112.0,448.0,-32.11070619766364,1078.0,0.0,-4.587243742523377,-0.26604034665557796,-0.0
2012,1503918.0,2012-01-01,2012-12-31,1240.74072265625,1662.9630126953125,33396.296875,0.0,0.0,0.0,60518.51953125,-12281.4814453125,0.0,1651.851806640625,11.11111068725586,20688.888671875,12570.3701171875,-12300.0,22777.77734375,28785.185546875,74074.0703125,60518.51953125,0.0,365.0,0.0,1996.0,3.0,0.0,0.3333333432674408,1974.3333740234373,2279.0,mix,Domestic,5610.0,56.0,3.0,1.0,Central,1996-07-19,-0.10384743973855848,0,0.02277777734375,-3.7819698962348265,14.303296296026465,62181.48254394531,0.9732562984242125,0.00017868841707663276,0.02674370157578749,0.0,0.4629221493156221,1.1912560987935576,0.0,0.0,0.0,-0.5391870005561548,0.07252032460023485,0.9082926907067967,-0.5400000102896343,0.5518699180996555,0,0,1,0.0,0,0,0,0.29072262156874284,0,0,0,0.29160001111280515,0,0,0,0.2142969163269951,16.0,256.0,0,37.66662597656273,0,0,0,1,0.0,56.0,mix,Central,0,1,896.0,14336.0,-211.79031418915028,2109.3310546875127,0.0,-60.511518339757224,2.0422637828818933,-0.0
2012,1613411.0,2012-01-01,2012-12-31,0.0,19018.517578125,12407.4072265625,0.0,0.0,0.0,0.0,855.5555419921875,0.0,0.0,3496.29638671875,59481.48046875,0.0,770.370361328125,58803.703125,6611.111328125,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1955.0,2244.0,male,Domestic,2740.0,27.0,2.0,1.0,Central,2010-11-04,-0.011625159015853814,0,0.058803703125,-2.83355044774428,8.029008139911811,19018.517578125,0.0,0.1838364305922651,1.0,0.0,0.3476144395044262,0.09737098588433703,0.0,0.0,0.0,0.01454934802615269,0.0,1.011526099679628,0.013100711696515712,0.0,0,0,1,0.0,0,0,0,0.00021168352798611316,0,0,0,0.00017162864695522358,0,0,0,0.1208357985519764,2.0,4.0,0,57.0,0,0,0,0,0.0,27.0,male,Central,1,0,54.0,108.0,-76.50586208909556,1539.0,0.0,-5.66710089548856,-0.037121527493430825,-0.0
2012,1645853.0,2012-01-01,2012-12-31,10581.4814453125,15540.7412109375,14133.3330078125,833.3333129882812,0.0,-833.3333129882812,75874.0703125,1311.111083984375,0.0,2366.666748046875,12581.4814453125,39233.33203125,19625.92578125,1159.25927734375,71681.484375,58122.22265625,57407.40625,75862.9609375,0.0,365.0,0.0,1989.0,1.0,0.0,0.0,1966.0,5070.0,male,Domestic,5510.0,55.0,3.0,3.0,West,1989-08-23,0.0072846190357838125,0,0.071681484375,-2.635522802173292,6.9459804407753625,91414.8115234375,0.8299975578142162,0.1376306665806206,0.17000244218578373,0.0,0.635807498671572,0.6279880174043955,0.011625503018725416,0.0,-0.011625503018725416,0.01829079148424617,0.03301643051454841,0.5473286773192607,0.016172367068727433,0.2737935179826555,0,0,0,0.00013515232043839377,0,0,0,0.0003345530531201723,0,0,0,0.00026154545660565955,0,0,0,0.4042511753670011,23.0,529.0,0,46.0,0,0,0,0,0.0,55.0,male,West,0,1,1265.0,29095.0,-144.95375411953106,2530.0,0.0,-60.61702444998572,-0.042622642174747594,-0.0
2012,1659112.0,2012-01-01,2012-12-31,0.0,1618.5185546875,7266.66650390625,0.0,0.0,0.0,5555.5556640625,-1307.4073486328125,0.0,0.0,137.0370330810547,77.77777862548828,2374.073974609375,-1311.111083984375,1166.6666259765625,-92.59259033203124,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,0.0,1962.0,1621.0,male,Domestic,5610.0,56.0,3.0,2.0,Central,2010-03-03,6.719898328577423,1,0.0011666666259765625,-6.753604634032111,45.61117555282001,7174.07421875,0.7743933913511271,0.019101702728820082,0.22560660864887291,0.0,-0.012906555955336133,0.2581311191067227,0.0,0.0,0.0,-1.1206349093413404,0.0,0.06666666971842458,-1.1238095397534018,2.0349206206375774,0,0,1,0.0,0,0,0,1.255822600034474,0,0,0,1.262947881640753,0,0,0,0.00016657918662822262,2.0,4.0,0,50.0,0,0,0,0,0.0,56.0,male,Central,0,1,112.0,224.0,-378.2018595057982,2800.0,0.0,-13.507209268064223,7.589765315448068,-0.0
2012,1814751.0,2012-01-01,2012-12-31,0.0,2281.4814453125,625.9259033203125,0.0,0.0,0.0,0.0,1203.7037353515625,0.0,348.1481628417969,1214.8148193359375,7562.962890625,6096.29638671875,1081.4814453125,14862.962890625,1655.5555419921875,1851.851806640625,0.0,0.0,365.0,0.0,2010.0,1.0,0.0,1.0,1955.0,1850.0,female,Domestic,5610.0,56.0,3.0,2.0,East,2010-11-26,0.03778598173425585,0,0.014862962890625,-4.20888287258059,17.71469503510224,2281.4814453125,0.0,0.5324675428905543,1.0,0.0,0.7256493562082956,0.8116883047396305,0.0,0.0,0.0,0.08098679544647278,0.023423873517264562,0.5088462472980696,0.07276351648530711,0.41016696546851134,0,0,1,0.0,0,0,0,0.006558861036688824,0,0,0,0.0052945293313075605,0,0,0,0.526566988165514,2.0,4.0,0,57.0,0,0,0,0,0.0,56.0,female,East,0,1,112.0,224.0,-235.69744086451306,3192.0,0.0,-8.41776574516118,-0.3062531182837445,-0.0
2012,1840310.0,2012-01-01,2012-12-31,1748.148193359375,36344.4453125,46100.0,48.14814758300781,0.0,-48.14814758300781,3062.962890625,-15888.888671875,0.0,3285.185302734375,32644.4453125,108337.0390625,53366.66796875,-16155.5556640625,149770.375,-6488.888671875,11111.111328125,3062.962890625,0.0,365.0,0.0,2002.0,2.0,0.0,0.5,1967.5,4104.0,mix,Domestic,5610.0,56.0,3.0,3.0,Central,2002-12-31,0.16068866161315887,0,0.149770375,-1.8986519911417472,3.604879383466521,39407.408203125,0.07772556050468976,0.8283834639475555,0.9222744394953102,0.0,-0.16466164530354555,0.2819548870317204,0.0003214797825204605,0.0,-0.0003214797825204605,-0.10608832802798951,0.021934813895834706,0.7233542618992574,-0.10786883363323688,0.35632325797908965,0,0,0,1.0334925056940257e-07,0,0,0,0.011254733343774305,0,0,0,0.011635685269394935,0,0,0,0.02711345743407064,10.0,100.0,0,44.5,0,0,0,0,0.0,56.0,mix,Central,0,1,560.0,5600.0,-106.32451150393784,2492.0,0.0,-18.98651991141747,0.20480537575988306,-0.0
2012,2293689.0,2012-01-01,2012-12-31,381.4814758300781,4429.62939453125,6981.4814453125,0.0,0.0,0.0,2122.22216796875,155.55555725097656,0.0,4181.4814453125,248.1481475830078,49266.66796875,10292.5927734375,118.51851654052734,60300.0,-429.629638671875,1851.851806640625,2122.22216796875,0.0,365.0,0.0,2009.0,1.0,0.0,0.0,1976.0,2572.0,male,Domestic,5610.0,56.0,3.0,3.0,East,2009-12-16,-0.13648713094666065,0,0.0603,-2.8084231752489974,7.887240731275661,6551.8515625,0.3239118206089166,0.037874506956674936,0.6760881793910833,0.0,-0.06557377476786738,0.2826455680467234,0.0,0.0,0.0,0.0025796941500991137,0.06934463425062189,0.8170260027985075,0.00196548120299382,0.17068976407027364,0,0,1,0.0,0,0,0,6.654821908055589e-06,0,0,0,3.8631163593220335e-06,0,0,0,0.004299919937307001,3.0,9.0,0,36.0,0,0,0,1,0.0,56.0,male,East,0,1,168.0,504.0,-157.27169781394386,2016.0,0.0,-8.425269525746993,-0.005519902961004123,-0.0
2012,2371138.0,2012-01-01,2012-12-31,0.0,2485.185302734375,514.8148193359375,0.0,0.0,0.0,0.0,37.03703689575195,0.0,740.74072265625,1744.4444580078125,5611.111328125,1688.888916015625,33.33333206176758,7337.037109375,1970.370361328125,1851.851806640625,0.0,0.0,365.0,0.0,2009.0,1.0,1.0,0.0,,2614.0,male,Foreign,5630.0,56.0,3.0,3.0,Central,2009-11-03,0.04782171297274829,0,0.007337037109375,-4.914820181422673,24.155457415719596,2485.185302734375,0.0,0.7019373791115103,1.0,0.0,0.792846456624456,0.7451564294232257,0.0,0.0,0.0,0.005047955508965243,0.10095910809961127,0.7647652921034467,0.004543159802091699,0.23018677578414098,0,0,1,0.0,0,0,0,2.5481854820492547e-05,0,0,0,2.0640300987341888e-05,0,0,0,0.6286055037819553,3.0,9.0,0,47.11412411771209,0,0,1,0,1.0,56.0,male,Central,0,1,168.0,504.0,-275.2299301596697,2638.390950591877,56.0,-14.74446054426802,-0.02232881348274852,-4.914820181422673
2012,2454300.0,2012-01-01,2012-12-31,140.74073791503906,2081.4814453125,4159.25927734375,0.0,0.0,0.0,1444.4444580078125,-2429.629638671875,0.0,2018.5185546875,62.96296310424805,36507.40625,20959.259765625,-2477.77783203125,55540.7421875,-633.3333129882812,1851.851806640625,1444.4444580078125,0.0,365.0,0.0,2011.0,2.0,0.0,0.5,1971.0,1841.0,mix,Domestic,5630.0,56.0,3.0,3.0,East,2011-12-15,0.22966251386819536,1,0.0555407421875,-2.8906384340760964,8.355790556557906,3525.9259033203125,0.40966387201943194,0.01785714301169992,0.590336127980568,0.0,-0.1796218441209671,0.5252100745783578,0.0,0.0,0.0,-0.043744997689618335,0.036343024511145045,0.6573085776699678,-0.04461189632047983,0.3773672972332388,0,0,1,0.0,0,0,0,0.0019136248228647135,0,0,0,0.001990221293309242,0,0,0,0.032264006885417,1.0,1.0,1,41.0,0,0,0,0,0.0,56.0,mix,East,0,1,56.0,56.0,-161.8757523082614,2296.0,0.0,-2.8906384340760964,0.12895686212099697,-0.0
2012,2587773.0,2012-01-01,2012-12-31,0.0,3337.037109375,4303.70361328125,0.0,0.0,0.0,0.0,1455.5555419921875,0.0,0.0,3337.037109375,16844.4453125,10362.962890625,1311.111083984375,29562.962890625,-966.6666870117188,1851.851806640625,0.0,0.0,365.0,0.0,2009.0,2.0,0.0,0.5,1972.5,2833.0,mix,Domestic,5610.0,56.0,3.0,3.0,East,2009-03-25,-0.21131467020704964,0,0.029562962890625,-3.5212329548187444,12.399081522101547,3337.037109375,0.0,1.0,1.0,0.0,-0.2896781352224062,0.5549389311368677,0.0,0.0,0.0,0.04923578016781846,0.0,0.5697820402785713,0.04434978621172488,0.3505387105130555,0,0,1,0.0,0,0,0,0.0024241620487337454,0,0,0,0.0019669035370257024,0,0,0,0.08391342202593066,3.0,9.0,0,39.5,0,0,0,1,0.0,56.0,mix,East,0,1,168.0,504.0,-197.1890454698497,2212.0,0.0,-10.563698864456233,-0.15616592874789162,-0.0
2012,2705005.0,2012-01-01,2012-12-31,2974.073974609375,57300.0,18288.888671875,0.0,466.6666564941406,466.6666564941406,34266.66796875,1859.25927734375,0.0,20659.259765625,13370.3701171875,74859.2578125,64581.48046875,0.0,146944.4375,62862.96484375,11111.111328125,34266.66796875,0.0,365.0,0.0,1991.0,1.0,0.0,0.0,1947.0,3104.0,male,Domestic,3312.0,33.0,2.0,3.0,Central,1991-12-16,-0.01827664780026328,0,0.1469444375,-1.9177007398448824,3.6775761276016095,91566.66796875,0.374226437729989,0.14601787324783466,0.625773562270011,0.0,0.6865267267910629,0.1213444976715437,0.0,0.0031758034835047133,0.0031758034835047133,0.01265280475379512,0.14059232262959936,0.5094392076767111,0.0,0.4394959180999961,0,0,0,1.0085727765840671e-05,0,0,0,0.0001600934681376604,0,0,1,0.0,0,0,0,0.47131894659845064,21.0,441.0,0,65.0,0,0,0,0,0.0,33.0,male,Central,1,0,693.0,14553.0,-63.28412441488112,2145.0,0.0,-40.27171553674253,-0.0,-0.0
2012,2744278.0,2012-01-01,2012-12-31,1437.0369873046875,8581.4814453125,39781.48046875,0.0,0.0,0.0,51137.03515625,-485.1851806640625,0.0,0.0,900.0,351.8518371582031,0.0,-488.8888854980469,1518.5185546875,11637.037109375,11111.111328125,51137.03515625,0.0,365.0,0.0,2000.0,1.0,1.0,0.0,1956.0,6060.0,male,Foreign,5520.0,55.0,3.0,2.0,Central,2000-05-01,1.29048929953197,1,0.0015185185546875,-6.490020054463561,42.120360307339205,59718.5166015625,0.856301161956726,0.015070702542809846,0.14369883804327402,0.0,0.19486480528336705,0.1860580597180186,0.0,0.0,0.0,-0.31951218453429436,0.0,0.2317073018779225,-0.3219512096107753,0.0,0,0,1,0.0,0,0,0,0.10208803606587698,0,0,0,0.10365258136984136,0,0,0,0.037972292338124554,12.0,144.0,0,56.0,0,0,0,0,1.0,55.0,male,Central,0,1,660.0,7920.0,-356.9511029954959,3080.0,55.0,-77.88024065356274,2.0894698069327333,-6.490020054463561
